grid_id,date,time,region,gmv,cnt_call,is_exp,const
OL10F1i392j591,2020/2/25,23,1,6.805683348659634,9.029116344558606,0,1
OL10F1i392j591,2020/2/25,24,1,8.198283406070075,12.927157152251977,1,1
OL10F1i392j591,2020/2/25,25,1,13.311083903828601,19.164022444561372,0,1
OL10F1i392j591,2020/2/25,26,1,21.84907016762859,16.045589798406674,1,1
OL10F1i392j591,2020/2/25,27,1,12.381351697485444,12.927157152251977,0,1
OL10F1i392j591,2020/2/25,28,1,13.005532991153885,11.367940829174628,1,1
OL10F1i392j591,2020/2/25,29,1,12.889634369104854,7.469900021481258,0,1
OL10F1i392j591,2020/2/25,30,1,6.942291128880434,6.690291859942581,1,1
OL10F1i392j591,2020/2/25,31,1,15.72206589729995,16.825197959945346,0,1
OL10F1i392j591,2020/2/25,32,1,6.375514168389881,11.367940829174628,1,1
OL10F1i392j591,2020/2/25,33,1,17.42076184523173,19.943630606100044,0,1
OL10F1i392j591,2020/2/25,34,1,23.082718353106586,15.265981636868,1,1
OL10F1i392j591,2020/2/25,35,1,22.669080167517805,23.06206325225474,0,1
OL10F1i392j591,2020/2/25,36,1,24.772876314774567,21.502846929177394,1,1
OL10F1i392j591,2020/2/25,37,1,14.017011874490873,11.367940829174628,0,1
OL10F1i392j591,2020/2/25,38,1,8.490936509707986,10.588332667635955,1,1
OL10F1i392j591,2020/2/25,39,1,10.899193613946208,10.588332667635955,0,1
OL10F1i392j591,2020/2/25,40,1,3.4720538608512594,9.029116344558606,1,1
OL10F1i392j591,2020/2/25,41,1,2.4211549132750267,5.910683698403907,0,1
OL10F1i392j591,2020/2/25,42,1,11.851088252718801,12.927157152251977,1,1
OL10F1i392j591,2020/2/25,43,1,3.9042212932253055,3.571859213787884,0,1
OL10F1i392j591,2020/2/25,44,1,7.185896226322045,7.469900021481258,1,1
OL10F1i392j591,2020/2/25,45,1,11.209104349393925,5.131075536865233,0,1
OL10F1i392j591,2020/2/25,46,1,8.047142883272594,8.24950818301993,1,1
OL10F1i392j591,2020/2/25,47,1,4.048095444734446,2.79225105224921,0,1
OL10F1i392j591,2020/2/26,0,1,0.6125550996070971,0.4534265676331868,0,1
