cnt_answer,gmv,sum_online_time,cnt_call,sum_online_time_lag,cnt_call_lag,cnt_finish,date,time
0.48405425,0.535924884,0.888894027,0.458366721,0.912528193,0.541028627,0.409752006,6,2
0.420402399,0.451815741,0.81071572,0.383059856,0.888894027,0.458366721,0.369636473,6,3
0.351934495,0.357983735,0.683587978,0.319682042,0.81071572,0.383059856,0.319922595,6,4
0.297308826,0.31193398,0.55681236,0.267711515,0.683587978,0.319682042,0.282260771,6,5
0.25403038,0.277601878,0.473093581,0.223294623,0.55681236,0.267711515,0.241245823,6,6
0.21705344,0.262835631,0.425904701,0.188089176,0.473093581,0.223294623,0.209718727,6,7
0.200892515,0.261734506,0.408707988,0.162280852,0.425904701,0.188089176,0.196863735,6,8
0.193361192,0.250435167,0.404180562,0.145624379,0.408707988,0.162280852,0.189522509,6,9
0.181834309,0.271880896,0.408522752,0.139051601,0.404180562,0.145624379,0.175873887,6,10
0.172318761,0.266208089,0.420102386,0.150316969,0.408522752,0.139051601,0.163013245,6,11
0.204717548,0.287769797,0.490527486,0.195616357,0.420102386,0.150316969,0.182917279,6,12
0.370011963,0.428943577,0.709619751,0.299706848,0.490527486,0.195616357,0.327646463,6,13
0.776158983,0.77670374,1.176229912,0.488852391,0.709619751,0.299706848,0.700177943,6,14
1.452475354,1.242510927,1.887341537,0.775489442,1.176229912,0.488852391,1.308279935,6,15
2.262025816,1.63997546,2.649214148,1.14600641,1.887341537,0.775489442,2.061893957,6,16
2.88596459,1.921830278,3.145154608,1.546824988,2.649214148,1.14600641,2.781633912,6,17
3.07009864,2.142080401,3.103137382,1.895331126,3.145154608,1.546824988,3.066258947,6,18
2.91852096,2.309053055,2.627164376,2.129419927,3.103137382,1.895331126,2.912922722,6,19
2.643595287,2.140529606,2.076003172,2.206066207,2.627164376,2.129419927,2.557741868,6,20
2.394414876,1.876567855,1.658805848,2.15017281,2.076003172,2.206066207,2.100207527,6,21
2.274788617,1.726908267,1.46993157,2.037890314,1.658805848,2.15017281,1.896071176,6,22
2.259595825,1.709617163,1.456833353,1.936934084,1.46993157,2.037890314,1.980084215,6,23
2.22863932,1.695467979,1.53281638,1.882981023,1.456833353,1.936934084,2.172495533,6,24
2.139645416,1.85667028,1.650723158,1.88382493,1.53281638,1.882981023,2.303770715,6,25
2.037801117,2.054452185,1.780938397,1.935756024,1.650723158,1.88382493,2.478002631,6,26
1.979727152,2.340421844,1.92399985,2.013192701,1.780938397,1.935756024,2.563790604,6,27
1.93929204,2.360939693,1.951105845,2.094604994,1.92399985,2.013192701,2.545010718,6,28
1.97922998,2.120781116,1.839687687,2.171495202,1.951105845,2.094604994,2.44669588,6,29
2.193656254,1.97510599,1.694564454,2.245582706,1.839687687,2.171495202,2.313878018,6,30
2.502180829,2.186004683,1.661382763,2.31831048,1.694564454,2.245582706,2.243027856,6,31
2.792007266,2.378547992,1.815482828,2.379663941,1.661382763,2.31831048,2.289701538,6,32
2.906300101,2.530118342,2.096025992,2.42295812,1.815482828,2.379663941,2.354305958,6,33
2.800300404,2.630542502,2.388302921,2.450000625,2.096025992,2.42295812,2.42699933,6,34
2.578061828,2.634591546,2.590491347,2.470108822,2.388302921,2.450000625,2.593019725,6,35
2.465676152,2.734955266,2.658949122,2.462345902,2.590491347,2.470108822,2.806868404,6,36
2.518620268,2.629350639,2.597585173,2.383815962,2.658949122,2.462345902,2.852667768,6,37
2.55994163,2.202508972,2.41641726,2.259065711,2.597585173,2.383815962,2.658166942,6,38
2.438258168,1.891846576,2.237468009,2.123957349,2.41641726,2.259065711,2.390273537,6,39
2.287200243,1.979748577,2.122130659,1.993931383,2.237468009,2.123957349,2.27605184,6,40
2.225528053,2.133392838,2.121691888,1.898351245,2.122130659,1.993931383,2.457538631,6,41
2.293098398,2.310162995,2.196822609,1.834121079,2.121691888,1.898351245,2.778438732,6,42
2.367772609,2.547017446,2.209719061,1.776853178,2.196822609,1.834121079,2.738471961,6,43
2.205564343,2.253176749,2.061710113,1.707985354,2.209719061,1.776853178,2.366557518,6,44
